# Target Sample Rate: 400 Hz
# Max Device Sample Rate: 400 Hz
# Recording started at: 2026-02-07 14:18:51.656
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
1.130011,-0.052,-0.742,-0.926,1.188
1.138203,-0.064,-0.747,-0.917,1.184
1.142512,-0.187,-0.645,-0.874,1.102
1.145027,-0.221,-0.593,-0.873,1.078
1.147852,-0.254,-0.534,-0.875,1.056
1.155166,-0.288,-0.473,-0.882,1.041
1.157762,-0.405,-0.304,-0.910,1.042
1.160409,-0.451,-0.266,-0.920,1.059
1.162563,-0.498,-0.236,-0.930,1.081
1.171127,-0.545,-0.213,-0.945,1.112
1.175222,-0.707,-0.211,-1.014,1.254
1.177862,-0.738,-0.224,-1.026,1.284
1.180297,-0.768,-0.240,-1.031,1.307
1.188942,-0.792,-0.253,-1.030,1.323
1.192964,-0.855,-0.305,-1.001,1.351
1.195554,-0.865,-0.316,-0.992,1.353
1.206196,-0.871,-0.324,-0.976,1.348
1.210673,-0.841,-0.333,-0.877,1.260
1.213536,-0.822,-0.317,-0.865,1.234
1.221455,-0.804,-0.295,-0.851,1.207
1.225570,-0.696,-0.252,-0.793,1.085
1.228289,-0.663,-0.258,-0.782,1.058
1.230688,-0.631,-0.266,-0.772,1.032
1.238261,-0.593,-0.276,-0.765,1.007
1.243115,-0.410,-0.367,-0.758,0.937
1.245852,-0.360,-0.411,-0.759,0.935
1.255145,-0.310,-0.459,-0.760,0.940
1.258470,-0.137,-0.614,-0.756,0.983
1.260860,-0.095,-0.637,-0.748,0.987
1.263338,-0.055,-0.647,-0.743,0.987
1.269074,-0.015,-0.651,-0.735,0.982
1.269153,0.025,-0.646,-0.726,0.972
1.270945,0.060,-0.633,-0.714,0.957
1.273531,0.095,-0.613,-0.703,0.937
1.275959,0.131,-0.584,-0.688,0.912
1.278434,0.163,-0.550,-0.670,0.882
1.286703,0.200,-0.516,-0.651,0.855
1.290879,0.314,-0.410,-0.590,0.783
1.293522,0.331,-0.391,-0.580,0.774
1.296179,0.346,-0.372,-0.579,0.770
1.304594,0.351,-0.356,-0.579,0.765
1.308826,0.340,-0.300,-0.616,0.765
1.311325,0.326,-0.292,-0.631,0.768
1.314460,0.314,-0.288,-0.647,0.775
1.321539,0.294,-0.287,-0.663,0.780
1.326266,0.191,-0.302,-0.740,0.822
1.328880,0.156,-0.308,-0.762,0.837
1.345608,0.121,-0.319,-0.785,0.856
1.349728,-0.189,-0.310,-0.890,0.962
1.355614,-0.235,-0.286,-0.902,0.975
1.359133,-0.377,-0.228,-0.933,1.032
1.361690,-0.427,-0.223,-0.937,1.054
1.370570,-0.472,-0.230,-0.932,1.070
1.374128,-0.625,-0.316,-0.935,1.168
1.376847,-0.657,-0.349,-0.940,1.199
1.379238,-0.690,-0.384,-0.949,1.234
1.387279,-0.723,-0.411,-0.958,1.269
1.391915,-0.843,-0.443,-0.981,1.367
1.394448,-0.869,-0.423,-0.987,1.381
1.397070,-0.887,-0.399,-0.994,1.391
1.404901,-0.900,-0.371,-1.003,1.398
1.409552,-0.926,-0.277,-1.041,1.421
1.412237,-0.924,-0.261,-1.045,1.419
1.414690,-0.919,-0.253,-1.043,1.413
1.420771,-0.906,-0.250,-1.042,1.404
1.424512,-0.841,-0.257,-1.039,1.361
1.427124,-0.815,-0.266,-1.041,1.349
1.429563,-0.790,-0.276,-1.043,1.338
1.436488,-0.762,-0.293,-1.046,1.327
1.439618,-0.674,-0.365,-1.053,1.302
1.442175,-0.637,-0.390,-1.053,1.291
1.444632,-0.602,-0.411,-1.057,1.284
1.447288,-0.564,-0.420,-1.064,1.275
1.456556,-0.528,-0.422,-1.072,1.268
1.460124,-0.434,-0.319,-1.128,1.250
1.462310,-0.418,-0.281,-1.142,1.248
1.478499,-0.407,-0.239,-1.154,1.247
1.488395,-0.321,0.152,-1.222,1.273
1.492743,-0.313,0.362,-1.202,1.294
1.494965,-0.315,0.412,-1.192,1.299
1.497832,-0.317,0.452,-1.180,1.303
1.505040,-0.321,0.486,-1.168,1.305
1.507909,-0.369,0.557,-1.118,1.302
1.510464,-0.392,0.567,-1.104,1.302
1.512724,-0.420,0.568,-1.085,1.295
1.520328,-0.456,0.563,-1.069,1.291
1.522834,-0.559,0.504,-1.025,1.272
1.525440,-0.594,0.468,-1.015,1.266
1.527929,-0.626,0.428,-1.010,1.263
1.530223,-0.656,0.378,-1.007,1.260
1.540240,-0.682,0.324,-1.008,1.260
1.543139,-0.768,0.082,-1.040,1.295
1.545543,-0.781,0.021,-1.046,1.306
1.556071,-0.793,-0.035,-1.048,1.315
1.560710,-0.823,-0.124,-1.066,1.352
1.563316,-0.832,-0.109,-1.066,1.356
1.571100,-0.837,-0.082,-1.063,1.355
1.575479,-0.836,0.090,-1.033,1.332
1.578253,-0.825,0.146,-1.021,1.321
1.580656,-0.812,0.201,-1.010,1.312
1.588164,-0.797,0.256,-0.997,1.302
1.590860,-0.750,0.412,-0.961,1.287
1.593417,-0.727,0.458,-0.945,1.277
1.596137,-0.704,0.495,-0.930,1.267
1.604539,-0.676,0.525,-0.915,1.253
1.608360,-0.554,0.579,-0.865,1.179
1.611059,-0.526,0.574,-0.856,1.157
1.613486,-0.498,0.560,-0.850,1.133
1.622535,-0.470,0.542,-0.837,1.102
1.626031,-0.380,0.446,-0.804,0.995
1.628813,-0.360,0.417,-0.797,0.969
1.631286,-0.346,0.383,-0.794,0.947
1.637356,-0.332,0.350,-0.790,0.926
1.637565,-0.317,0.317,-0.782,0.902
1.639162,-0.301,0.285,-0.777,0.881
1.643292,-0.287,0.254,-0.768,0.858
1.643934,-0.275,0.228,-0.758,0.838
1.646214,-0.265,0.204,-0.750,0.821
1.654145,-0.257,0.190,-0.742,0.808
1.656867,-0.256,0.215,-0.723,0.796
1.661231,-0.268,0.272,-0.713,0.809
1.663719,-0.275,0.306,-0.711,0.822
1.668853,-0.281,0.343,-0.708,0.835
1.669323,-0.290,0.386,-0.706,0.855
1.671316,-0.298,0.435,-0.705,0.880
1.673793,-0.305,0.492,-0.707,0.914
1.676356,-0.310,0.553,-0.706,0.949
1.678808,-0.319,0.622,-0.704,0.992
1.687004,-0.327,0.691,-0.707,1.041
1.691589,-0.353,0.970,-0.680,1.236
1.694172,-0.353,1.039,-0.671,1.286
1.696451,-0.354,1.114,-0.659,1.342
1.704891,-0.354,1.192,-0.644,1.400
1.709145,-0.403,1.584,-0.567,1.730
1.711775,-0.429,1.704,-0.548,1.841
1.714195,-0.462,1.838,-0.525,1.967
1.723254,-0.501,1.981,-0.505,2.105
1.726899,-0.705,2.586,-0.433,2.715
1.729397,-0.761,2.723,-0.420,2.859
1.738095,-0.817,2.849,-0.414,2.993
1.742031,-1.012,3.199,-0.419,3.381
1.748995,-1.051,3.250,-0.430,3.442
1.762493,-1.117,3.321,-0.464,3.534
1.769961,-1.237,3.381,-0.589,3.648
1.774556,-1.281,3.421,-0.713,3.722
1.777138,-1.291,3.431,-0.744,3.740
1.779573,-1.299,3.441,-0.776,3.759
1.785642,-1.309,3.457,-0.806,3.784
1.789740,-1.316,3.503,-0.889,3.846
1.792218,-1.311,3.517,-0.914,3.863
1.794579,-1.306,3.529,-0.934,3.877
1.797179,-1.294,3.539,-0.959,3.889
1.802300,-1.288,3.552,-0.980,3.903
1.802388,-1.281,3.566,-0.999,3.919
1.804689,-1.281,3.584,-1.018,3.940
1.807378,-1.289,3.603,-1.036,3.965
1.809747,-1.303,3.625,-1.055,3.994
1.812461,-1.323,3.647,-1.069,4.024
1.818853,-1.346,3.660,-1.076,4.045
1.822323,-1.408,3.655,-1.066,4.060
1.824925,-1.424,3.631,-1.054,4.040
1.827470,-1.435,3.595,-1.037,4.007
1.830062,-1.446,3.550,-1.013,3.965
1.835891,-1.446,3.493,-0.985,3.906
1.835985,-1.445,3.427,-0.951,3.838
1.837639,-1.438,3.364,-0.908,3.769
1.840210,-1.423,3.311,-0.868,3.707
1.842494,-1.408,3.276,-0.824,3.660
1.844928,-1.389,3.255,-0.780,3.624
1.847491,-1.368,3.242,-0.739,3.596
1.853999,-1.352,3.239,-0.698,3.579
1.857662,-1.304,3.248,-0.604,3.551
1.860312,-1.294,3.248,-0.579,3.543
1.862920,-1.289,3.244,-0.559,3.535
1.871391,-1.283,3.235,-0.540,3.522
1.875257,-1.244,3.148,-0.433,3.413
1.877810,-1.217,3.109,-0.389,3.361
1.880313,-1.186,3.058,-0.339,3.297
1.890922,-1.153,3.002,-0.284,3.229
1.895325,-0.982,2.785,0.141,2.957
1.905724,-0.953,2.764,0.245,2.934
1.910423,-0.845,2.894,0.756,3.108
1.913530,-0.826,2.957,0.847,3.185
1.921502,-0.806,3.027,0.933,3.268
1.925674,-0.731,3.393,1.232,3.683
1.928320,-0.721,3.509,1.293,3.808
1.930761,-0.719,3.625,1.354,3.936
1.937876,-0.717,3.739,1.407,4.058
1.940978,-0.748,4.051,1.512,4.388
1.943534,-0.782,4.136,1.523,4.476
1.945948,-0.828,4.198,1.522,4.541
1.962197,-0.889,4.235,1.511,4.584
1.969502,-1.374,4.122,1.377,4.558
1.969606,-1.429,4.105,1.347,4.551
1.970941,-1.478,4.105,1.315,4.557
1.973520,-1.529,4.119,1.282,4.577
1.976046,-1.578,4.140,1.249,4.603
1.978488,-1.624,4.154,1.214,4.622
1.981028,-1.665,4.160,1.184,4.635
1.985818,-1.700,4.159,1.153,4.639
1.986232,-1.724,4.157,1.124,4.639
1.988725,-1.740,4.149,1.096,4.630
1.991355,-1.750,4.136,1.064,4.615
1.993662,-1.752,4.124,1.035,4.599
1.996049,-1.751,4.105,1.008,4.575
2.004143,-1.744,4.084,0.985,4.549
2.006218,-1.719,4.016,0.960,4.472
2.008651,-1.716,3.988,0.958,4.446
2.011381,-1.719,3.950,0.957,4.412
2.013871,-1.732,3.896,0.960,4.371
2.021258,-1.754,3.821,0.955,4.311
2.021447,-1.782,3.725,0.947,4.236
2.021610,-1.814,3.596,0.941,4.136
2.023946,-1.845,3.433,0.934,4.007
2.026684,-1.869,3.243,0.935,3.858
2.028933,-1.884,3.035,0.942,3.695
2.036744,-1.884,2.817,0.960,3.522
2.041910,-1.783,1.911,1.016,2.804
2.044146,-1.750,1.727,1.012,2.659
2.046671,-1.723,1.576,1.005,2.542
2.054330,-1.702,1.462,0.991,2.453
2.056933,-1.667,1.319,0.954,2.330
2.059468,-1.667,1.319,0.940,2.324
2.062018,-1.675,1.331,0.918,2.328
2.071619,-1.695,1.352,0.892,2.345
2.074389,-1.834,1.538,0.797,2.523
2.077039,-1.869,1.598,0.780,2.580
2.079562,-1.904,1.657,0.770,2.639
2.088446,-1.932,1.709,0.767,2.691
2.092137,-1.992,1.805,0.782,2.799
2.094576,-1.997,1.799,0.794,2.802
2.097373,-1.994,1.780,0.808,2.792
2.104026,-1.982,1.753,0.824,2.771
2.107145,-1.899,1.571,0.883,2.618
2.109697,-1.866,1.472,0.908,2.544
2.112243,-1.826,1.358,0.933,2.459
2.114635,-1.785,1.240,0.957,2.375
2.121423,-1.738,1.131,0.983,2.295
2.121699,-1.688,1.034,1.015,2.224
2.122293,-1.637,0.955,1.044,2.164
2.124776,-1.588,0.896,1.075,2.117
2.127456,-1.541,0.859,1.104,2.081
2.129842,-1.493,0.842,1.132,2.054
2.137926,-1.455,0.842,1.155,2.040
2.142563,-1.365,0.912,1.176,2.020
2.145011,-1.353,0.927,1.172,2.016
2.147883,-1.346,0.931,1.165,2.009
2.154280,-1.344,0.921,1.155,1.997
2.157604,-1.375,0.835,1.097,1.947
2.160382,-1.392,0.810,1.067,1.932
2.162588,-1.410,0.803,1.033,1.923
2.170923,-1.432,0.808,0.992,1.921
2.174917,-1.565,0.956,0.858,2.025
2.178088,-1.605,1.004,0.820,2.063
2.180365,-1.637,1.069,0.754,2.095
2.187752,-1.659,1.151,0.658,2.124
2.190305,-1.729,1.365,0.316,2.226
2.192972,-1.763,1.375,0.231,2.247
2.195097,-1.793,1.337,0.169,2.244
2.203096,-1.817,1.240,0.121,2.203
2.207708,-1.728,0.581,0.012,1.824
2.210202,-1.651,0.441,-0.004,1.708
2.212657,-1.531,0.334,-0.008,1.567
2.220997,-1.371,0.268,0.003,1.397
2.225169,-0.384,0.365,0.039,0.531
2.227843,-0.092,0.458,0.030,0.468
2.230278,0.176,0.557,0.022,0.584
2.237583,0.410,0.644,0.016,0.763
2.240508,0.829,0.715,0.042,1.096
2.242873,0.868,0.687,0.062,1.108
2.245431,0.860,0.663,0.087,1.090
2.254626,0.816,0.648,0.112,1.048
2.258279,0.436,0.638,0.227,0.805
2.260720,0.304,0.637,0.255,0.750
2.263084,0.176,0.654,0.284,0.734
2.271452,0.058,0.683,0.308,0.752
2.275639,-0.365,0.658,0.395,0.850
2.278260,-0.443,0.638,0.412,0.879
2.280685,-0.504,0.605,0.425,0.895
2.287750,-0.549,0.557,0.436,0.895
2.290691,-0.587,0.372,0.437,0.821
2.293367,-0.571,0.314,0.428,0.779
2.296045,-0.547,0.262,0.417,0.736
2.305955,-0.508,0.214,0.412,0.688
2.308756,-0.333,0.073,0.365,0.499
2.311283,-0.303,0.054,0.341,0.460
2.313734,-0.280,0.042,0.316,0.424
2.320418,-0.262,0.038,0.297,0.397
2.320615,-0.251,0.040,0.277,0.376
2.321174,-0.244,0.047,0.263,0.362
2.323629,-0.243,0.054,0.246,0.351
2.326319,-0.250,0.051,0.237,0.348
2.328591,-0.267,0.047,0.226,0.353
2.330952,-0.295,0.031,0.218,0.368
2.337324,-0.325,-0.005,0.213,0.388
2.337528,-0.360,-0.056,0.207,0.419
2.338914,-0.392,-0.121,0.206,0.459
2.341244,-0.418,-0.193,0.205,0.504
2.343917,-0.444,-0.267,0.202,0.556
2.346222,-0.468,-0.337,0.200,0.610
2.364087,-0.493,-0.395,0.193,0.660
2.370764,-0.628,-0.385,-0.069,0.740
2.370866,-0.637,-0.356,-0.137,0.742
2.373832,-0.632,-0.310,-0.290,0.762
2.376622,-0.630,-0.286,-0.368,0.784
2.379050,-0.640,-0.267,-0.453,0.828
2.387990,-0.659,-0.254,-0.545,0.892
2.391804,-0.790,-0.290,-0.935,1.258
2.394682,-0.832,-0.321,-0.991,1.333
2.396819,-0.870,-0.352,-1.013,1.381
2.402456,-0.890,-0.394,-1.015,1.406
2.402534,-0.890,-0.448,-1.005,1.415
2.404264,-0.876,-0.504,-0.999,1.421
2.407053,-0.849,-0.562,-0.992,1.421
2.409193,-0.810,-0.602,-0.989,1.413
2.411713,-0.766,-0.625,-0.985,1.396
2.414211,-0.712,-0.633,-0.983,1.369
2.420362,-0.649,-0.641,-0.980,1.339
2.420453,-0.585,-0.646,-0.978,1.310
2.421744,-0.517,-0.650,-0.974,1.280
2.424265,-0.448,-0.641,-0.968,1.244
2.426862,-0.372,-0.611,-0.951,1.190
2.429356,-0.288,-0.558,-0.922,1.115
2.439181,-0.190,-0.478,-0.876,1.016
2.442060,0.328,0.016,-0.646,0.725
2.444416,0.444,0.144,-0.602,0.762
2.446968,0.537,0.268,-0.564,0.824
2.459497,0.609,0.377,-0.544,0.899
2.462077,0.711,0.722,-0.630,1.193
2.464810,0.700,0.748,-0.656,1.217
2.472250,0.681,0.760,-0.688,1.231
2.474720,0.574,0.775,-0.849,1.284
2.477362,0.533,0.786,-0.931,1.330
2.479899,0.493,0.794,-1.025,1.387
2.486981,0.450,0.796,-1.144,1.464
2.487092,0.405,0.800,-1.284,1.566
2.487317,0.364,0.796,-1.444,1.689
2.489730,0.322,0.788,-1.619,1.829
2.492253,0.280,0.771,-1.813,1.989
2.494726,0.246,0.754,-2.008,2.159
2.497404,0.227,0.721,-2.196,2.323
2.504411,0.225,0.676,-2.370,2.475
2.504512,0.235,0.610,-2.533,2.616
2.504851,0.248,0.532,-2.683,2.746
2.507332,0.260,0.428,-2.813,2.857
2.509784,0.292,0.343,-2.904,2.938
2.512383,0.345,0.272,-2.966,2.999
2.520898,0.423,0.182,-3.011,3.046
2.524940,1.040,-0.485,-3.039,3.248
2.527564,1.229,-0.701,-3.002,3.319
2.530170,1.410,-0.921,-2.930,3.379
2.537316,1.578,-1.135,-2.840,3.441
2.540206,1.995,-1.670,-2.489,3.600
2.542700,2.099,-1.801,-2.349,3.629
2.545150,2.187,-1.902,-2.208,3.644
2.554042,2.254,-1.977,-2.063,3.639
2.557842,2.308,-1.858,-1.426,3.288
2.560293,2.282,-1.742,-1.270,3.140
2.562793,2.244,-1.669,-1.129,3.016
2.571465,2.208,-1.655,-1.009,2.938
2.575320,2.037,-1.979,-0.813,2.954
2.578220,1.988,-2.033,-0.792,2.952
2.580679,1.917,-1.985,-0.750,2.859
2.587486,1.823,-1.851,-0.692,2.689
2.590392,1.582,-1.153,-0.518,2.025
2.592921,1.539,-0.896,-0.496,1.849
2.595485,1.514,-0.659,-0.484,1.721
2.598205,1.500,-0.447,-0.485,1.639
2.605604,1.495,-0.269,-0.490,1.596
2.608128,1.491,0.075,-0.512,1.578
2.613160,1.500,0.086,-0.558,1.603
2.622297,1.507,0.035,-0.592,1.619
2.625846,1.478,-0.308,-0.855,1.735
2.628675,1.450,-0.398,-0.945,1.776
2.630815,1.416,-0.491,-1.042,1.826
2.636729,1.376,-0.578,-1.152,1.885
2.636911,1.330,-0.669,-1.266,1.955
2.638554,1.283,-0.769,-1.381,2.036
2.641052,1.242,-0.868,-1.491,2.125
2.643423,1.195,-0.969,-1.591,2.213
2.645750,1.140,-1.081,-1.674,2.296
2.653391,1.084,-1.209,-1.735,2.376
2.656212,0.890,-1.546,-1.847,2.568
2.658680,0.826,-1.636,-1.853,2.606
2.661221,0.763,-1.710,-1.856,2.637
2.663734,0.705,-1.778,-1.859,2.668
2.671824,0.647,-1.821,-1.877,2.694
2.676388,0.374,-1.842,-1.916,2.684
2.679054,0.291,-1.825,-1.916,2.662
2.681305,0.210,-1.805,-1.915,2.640
2.687046,0.143,-1.790,-1.894,2.610
2.691171,-0.019,-1.846,-1.802,2.579
2.693854,-0.058,-1.854,-1.768,2.563
2.696328,-0.093,-1.852,-1.718,2.528
2.704684,-0.129,-1.823,-1.656,2.466
2.708942,-0.190,-1.485,-1.246,1.948
2.711625,-0.191,-1.365,-1.112,1.771
2.713879,-0.192,-1.256,-0.981,1.605
2.720600,-0.203,-1.155,-0.859,1.454
2.724164,-0.257,-0.873,-0.550,1.063
2.726764,-0.274,-0.782,-0.476,0.956
2.728984,-0.297,-0.692,-0.416,0.860
2.737885,-0.318,-0.603,-0.367,0.775
2.741859,-0.399,-0.369,-0.262,0.603
2.744387,-0.409,-0.333,-0.208,0.567
2.746988,-0.415,-0.308,-0.167,0.543
2.755349,-0.419,-0.275,-0.146,0.522
2.760395,-0.479,-0.287,0.005,0.558
2.760662,-0.493,-0.257,0.037,0.557
2.764792,-0.538,-0.179,0.136,0.583
2.780658,-0.564,-0.115,0.252,0.628
2.785087,-0.875,-0.409,0.396,1.044
2.789853,-0.939,-0.455,0.352,1.101
2.789934,-0.966,-0.463,0.328,1.120
2.791954,-0.986,-0.460,0.304,1.129
2.794486,-1.004,-0.444,0.283,1.134
2.797099,-1.023,-0.427,0.259,1.139
2.802569,-1.041,-0.401,0.223,1.138
2.802691,-1.062,-0.364,0.176,1.136
2.804485,-1.075,-0.313,0.130,1.127
2.807158,-1.085,-0.250,0.088,1.117
2.809655,-1.094,-0.182,0.044,1.109
2.812060,-1.098,-0.125,-0.002,1.105
2.814598,-1.099,-0.071,-0.046,1.102
2.819157,-1.091,-0.018,-0.084,1.095
2.819953,-1.075,0.033,-0.108,1.081
2.822134,-1.058,0.083,-0.136,1.070
2.824671,-1.042,0.122,-0.172,1.064
2.827247,-1.029,0.158,-0.207,1.061
2.829633,-1.012,0.200,-0.226,1.056
2.837210,-0.985,0.230,-0.238,1.039
2.839980,-0.896,0.259,-0.281,0.975
2.842337,-0.867,0.251,-0.282,0.945
2.844916,-0.833,0.229,-0.278,0.907
2.847476,-0.805,0.193,-0.282,0.875
2.853062,-0.782,0.160,-0.303,0.854
2.853164,-0.773,0.138,-0.307,0.843
2.854798,-0.762,0.120,-0.315,0.833
2.857487,-0.763,0.106,-0.326,0.837
2.860127,-0.763,0.091,-0.327,0.835
2.862434,-0.770,0.070,-0.320,0.837
2.871151,-0.785,0.045,-0.316,0.847
2.874917,-0.846,0.033,-0.259,0.886
2.877886,-0.862,0.047,-0.231,0.894
2.880287,-0.883,0.069,-0.198,0.907
2.889817,-0.900,0.100,-0.165,0.920
2.892578,-0.980,0.235,-0.135,1.016
2.895071,-0.989,0.278,-0.129,1.035
2.897815,-0.986,0.323,-0.118,1.044
