# Target Sample Rate: 400 Hz
# Max Device Sample Rate: 400 Hz
# Recording started at: 2026-02-07 14:14:04.574
time,ωₓ (rad/s),ωᵧ (rad/s),ωᶻ (rad/s),ω_total (rad/s)
0.345726,-0.284,0.410,0.435,0.662
0.345969,-0.152,0.371,0.351,0.533
0.346192,-0.008,0.316,0.266,0.413
0.348780,0.145,0.233,0.183,0.330
0.351015,0.295,0.115,0.105,0.334
0.353753,0.445,-0.033,0.035,0.447
0.356134,0.587,-0.217,-0.034,0.627
0.361999,0.722,-0.429,-0.095,0.845
0.362244,0.847,-0.670,-0.152,1.091
0.363873,0.974,-0.967,-0.192,1.386
0.366237,1.090,-1.274,-0.227,1.692
0.368764,1.202,-1.572,-0.261,1.996
0.371306,1.308,-1.859,-0.293,2.292
0.378959,1.408,-2.130,-0.325,2.574
0.383784,1.734,-3.113,-0.460,3.593
0.386279,1.792,-3.324,-0.495,3.809
0.389051,1.845,-3.512,-0.527,4.002
0.396472,1.894,-3.672,-0.556,4.169
0.399317,1.992,-4.020,-0.642,4.532
0.401673,2.013,-4.088,-0.664,4.605
0.404291,2.026,-4.127,-0.681,4.647
0.412380,2.030,-4.133,-0.697,4.657
0.416635,1.977,-3.921,-0.681,4.444
0.419304,1.948,-3.829,-0.655,4.346
0.422734,1.907,-3.728,-0.620,4.233
0.428856,1.854,-3.612,-0.581,4.101
0.431675,1.554,-3.033,-0.401,3.431
0.434163,1.355,-2.666,-0.320,3.008
0.436941,1.125,-2.238,-0.230,2.515
0.439241,0.902,-1.818,-0.135,2.034
0.445276,0.713,-1.447,-0.036,1.614
0.445553,0.562,-1.153,0.072,1.285
0.447056,0.446,-0.928,0.192,1.047
0.449424,0.351,-0.748,0.309,0.882
0.451965,0.267,-0.600,0.415,0.777
0.454250,0.189,-0.489,0.507,0.729
0.461570,0.112,-0.408,0.589,0.725
0.464539,-0.132,-0.232,0.802,0.845
0.466985,-0.219,-0.167,0.866,0.908
0.469528,-0.308,-0.098,0.923,0.978
0.472151,-0.392,-0.028,0.972,1.049
0.479034,-0.465,0.043,1.012,1.114
0.488173,-0.589,0.173,1.073,1.236
0.493343,-0.681,0.344,1.132,1.365
0.493603,-0.670,0.336,1.149,1.372
0.518134,-0.655,0.279,1.175,1.374
0.528281,-0.053,-1.058,1.612,1.929
0.537631,0.271,-1.625,1.651,2.332
0.544322,0.498,-2.214,1.605,2.780
0.544394,0.534,-2.371,1.576,2.897
0.547290,0.588,-2.666,1.503,3.116
0.550039,0.606,-2.796,1.461,3.213
0.552484,0.618,-2.917,1.419,3.302
0.554966,0.629,-3.019,1.378,3.377
0.562652,0.632,-3.105,1.344,3.442
0.567491,0.600,-3.209,1.255,3.498
0.570157,0.566,-3.194,1.251,3.477
0.572568,0.524,-3.149,1.247,3.427
0.577745,0.481,-3.070,1.241,3.346
0.582629,0.326,-2.703,1.186,2.970
0.585203,0.263,-2.565,1.166,2.830
0.587804,0.195,-2.426,1.150,2.692
0.596590,0.121,-2.294,1.143,2.566
0.600544,-0.186,-1.862,1.208,2.227
0.602845,-0.251,-1.773,1.251,2.185
0.605274,-0.313,-1.693,1.299,2.157
0.616077,-0.367,-1.618,1.356,2.142
0.620526,-0.473,-1.411,1.656,2.227
0.622946,-0.465,-1.424,1.708,2.272
0.628988,-0.446,-1.457,1.755,2.324
0.632830,-0.339,-1.650,1.900,2.539
0.635412,-0.289,-1.736,1.947,2.625
0.638351,-0.232,-1.839,2.000,2.727
0.648783,-0.170,-1.947,2.054,2.835
0.652980,0.112,-2.632,2.297,3.495
0.655433,0.152,-2.779,2.340,3.636
0.663708,0.186,-2.921,2.370,3.766
0.668379,0.275,-3.388,2.427,4.177
0.670947,0.286,-3.473,2.423,4.245
0.680877,0.292,-3.546,2.415,4.300
0.683724,0.283,-3.583,2.312,4.274
0.686024,0.276,-3.520,2.280,4.203
0.688721,0.269,-3.445,2.253,4.125
0.697616,0.252,-3.361,2.238,4.045
0.701262,0.188,-2.801,2.234,3.588
0.703723,0.180,-2.604,2.236,3.437
0.706303,0.177,-2.398,2.238,3.284
0.711660,0.176,-2.193,2.244,3.143
0.711881,0.174,-2.000,2.253,3.018
0.713885,0.174,-1.832,2.271,2.923
0.716196,0.173,-1.688,2.303,2.860
0.718881,0.175,-1.575,2.339,2.825
0.721210,0.179,-1.493,2.387,2.821
0.728695,0.187,-1.441,2.443,2.843
0.731407,0.240,-1.434,2.636,3.010
0.734222,0.267,-1.466,2.694,3.079
0.736670,0.298,-1.513,2.746,3.149
0.739497,0.331,-1.572,2.794,3.223
0.745746,0.363,-1.642,2.835,3.297
0.745979,0.390,-1.722,2.873,3.372
0.746560,0.416,-1.819,2.911,3.458
0.749031,0.435,-1.918,2.942,3.539
0.751546,0.446,-2.028,2.966,3.621
0.754522,0.456,-2.141,2.985,3.701
0.772702,0.458,-2.256,2.990,3.773
0.779040,0.443,-2.991,2.830,4.141
0.779247,0.460,-3.071,2.799,4.181
0.781811,0.519,-3.208,2.761,4.264
0.784191,0.563,-3.263,2.754,4.307
0.786809,0.615,-3.314,2.753,4.352
0.789186,0.676,-3.361,2.757,4.399
0.794985,0.745,-3.406,2.762,4.448
0.795184,0.821,-3.453,2.772,4.504
0.796816,0.897,-3.503,2.787,4.566
0.799382,0.976,-3.562,2.802,4.636
0.802210,1.054,-3.631,2.825,4.720
0.804393,1.132,-3.708,2.854,4.814
0.811955,1.203,-3.788,2.883,4.910
0.814718,1.413,-3.953,2.975,5.145
0.816908,1.476,-3.960,3.004,5.185
0.819731,1.536,-3.944,3.027,5.204
0.822500,1.595,-3.908,3.048,5.207
0.829017,1.649,-3.853,3.070,5.195
0.829239,1.697,-3.788,3.090,5.175
0.829852,1.740,-3.712,3.115,5.149
0.832109,1.776,-3.638,3.135,5.120
0.834648,1.807,-3.560,3.150,5.085
0.837218,1.833,-3.487,3.158,5.049
0.839816,1.853,-3.416,3.158,5.008
0.846816,1.871,-3.347,3.153,4.964
0.847116,1.883,-3.279,3.138,4.913
0.847534,1.892,-3.216,3.121,4.864
0.849845,1.899,-3.155,3.096,4.811
0.852332,1.901,-3.102,3.061,4.754
0.854763,1.899,-3.056,3.022,4.698
0.861988,1.890,-3.019,2.977,4.642
0.864855,1.855,-2.978,2.814,4.498
0.867427,1.836,-2.980,2.763,4.459
0.870009,1.816,-2.986,2.716,4.426
0.872266,1.793,-2.988,2.674,4.392
0.878967,1.770,-2.988,2.634,4.359
0.879191,1.749,-2.978,2.601,4.324
0.880245,1.728,-2.962,2.570,4.286
0.882570,1.711,-2.941,2.550,4.252
0.885041,1.699,-2.920,2.529,4.220
0.887534,1.693,-2.894,2.514,4.191
0.895999,1.687,-2.867,2.501,4.162
0.900160,1.679,-2.654,2.403,3.955
0.902623,1.680,-2.556,2.356,3.861
0.905093,1.681,-2.443,2.294,3.750
0.912102,1.678,-2.317,2.223,3.623
0.915246,1.657,-1.913,1.957,3.199
0.917624,1.643,-1.780,1.861,3.054
0.920430,1.628,-1.652,1.758,2.911
0.922702,1.610,-1.530,1.656,2.771
0.928701,1.588,-1.413,1.558,2.635
0.928940,1.569,-1.302,1.463,2.510
0.930474,1.545,-1.202,1.374,2.392
0.932798,1.524,-1.116,1.290,2.287
0.935299,1.502,-1.036,1.213,2.191
0.938022,1.482,-0.965,1.144,2.106
0.946179,1.464,-0.906,1.081,2.033
0.950447,1.399,-0.828,0.894,1.856
0.953035,1.378,-0.863,0.861,1.840
0.955410,1.354,-0.918,0.838,1.838
0.961972,1.331,-0.989,0.823,1.851
0.965716,1.286,-1.243,0.794,1.957
0.968172,1.278,-1.325,0.791,2.003
0.970535,1.272,-1.402,0.788,2.050
0.973209,1.272,-1.471,0.788,2.098
0.980024,1.274,-1.535,0.793,2.147
0.983291,1.284,-1.693,0.833,2.282
0.985850,1.286,-1.738,0.853,2.324
0.988262,1.288,-1.782,0.881,2.369
0.995889,1.291,-1.823,0.905,2.411
1.000848,1.230,-1.900,1.012,2.479
1.003637,1.196,-1.899,1.040,2.473
1.005866,1.150,-1.880,1.067,2.448
1.011787,1.098,-1.849,1.088,2.410
1.016081,0.919,-1.717,1.174,2.274
1.018413,0.856,-1.673,1.203,2.232
1.021169,0.792,-1.633,1.240,2.198
1.029025,0.728,-1.595,1.267,2.164
1.033643,0.510,-1.517,1.361,2.101
1.036106,0.452,-1.519,1.375,2.098
1.039013,0.397,-1.534,1.382,2.102
1.045524,0.345,-1.559,1.379,2.110
1.048749,0.200,-1.682,1.310,2.141
1.051115,0.146,-1.730,1.277,2.155
1.054155,0.093,-1.780,1.242,2.172
1.056114,0.041,-1.828,1.209,2.192
1.061772,-0.008,-1.866,1.171,2.203
1.062046,-0.062,-1.898,1.140,2.215
1.063936,-0.118,-1.918,1.110,2.219
1.066343,-0.174,-1.930,1.086,2.222
1.068993,-0.222,-1.937,1.063,2.221
1.071413,-0.265,-1.935,1.038,2.212
1.085430,-0.308,-1.929,1.019,2.203
1.085595,-0.349,-1.913,1.015,2.193
1.085695,-0.382,-1.912,1.013,2.197
1.086359,-0.448,-1.946,1.025,2.245
1.088923,-0.465,-1.972,1.045,2.279
1.094519,-0.476,-2.010,1.065,2.324
1.094600,-0.478,-2.056,1.094,2.377
1.096416,-0.474,-2.105,1.128,2.434
1.099054,-0.473,-2.148,1.182,2.497
1.101504,-0.473,-2.183,1.257,2.563
1.104096,-0.482,-2.209,1.339,2.628
1.114252,-0.490,-2.238,1.438,2.705
1.119510,-0.432,-2.401,1.905,3.095
1.122160,-0.390,-2.447,1.916,3.132
1.129106,-0.335,-2.501,1.904,3.161
1.131686,-0.102,-2.640,1.793,3.193
1.134169,-0.005,-2.679,1.747,3.198
1.136812,0.102,-2.702,1.691,3.189
1.139176,0.217,-2.709,1.624,3.166
1.144725,0.336,-2.702,1.548,3.133
1.144943,0.457,-2.683,1.461,3.089
1.147048,0.573,-2.665,1.374,3.053
1.149603,0.679,-2.647,1.281,3.018
1.151951,0.771,-2.631,1.190,2.988
1.154584,0.846,-2.613,1.099,2.958
1.162239,0.908,-2.596,1.009,2.929
1.167019,0.989,-2.408,0.655,2.685
1.169653,0.977,-2.326,0.573,2.587
1.172005,0.955,-2.234,0.508,2.482
1.178596,0.925,-2.133,0.449,2.368
1.182363,0.835,-1.801,0.326,2.012
1.184788,0.808,-1.678,0.300,1.887
1.187455,0.783,-1.552,0.279,1.760
1.196352,0.761,-1.417,0.264,1.630
1.200412,0.724,-0.848,0.231,1.138
1.202501,0.716,-0.697,0.221,1.024
1.205215,0.706,-0.555,0.210,0.922
1.213444,0.690,-0.415,0.201,0.830
1.217499,0.515,0.083,0.151,0.543
1.219835,0.441,0.201,0.149,0.507
1.222581,0.366,0.318,0.154,0.508
1.228376,0.285,0.431,0.169,0.543
1.232398,0.059,0.742,0.263,0.789
1.234924,-0.009,0.825,0.304,0.879
1.237546,-0.074,0.894,0.344,0.961
1.245052,-0.133,0.952,0.387,1.036
1.247802,-0.265,1.070,0.501,1.211
1.250483,-0.298,1.092,0.537,1.253
1.252777,-0.322,1.115,0.571,1.293
1.255486,-0.345,1.144,0.606,1.340
1.261995,-0.356,1.173,0.641,1.383
1.262243,-0.369,1.189,0.680,1.419
1.262992,-0.395,1.167,0.724,1.429
1.265196,-0.432,1.105,0.768,1.413
1.267790,-0.483,1.021,0.816,1.393
1.270373,-0.544,0.904,0.857,1.359
1.272603,-0.604,0.771,0.894,1.326
1.278786,-0.655,0.642,0.924,1.302
1.279075,-0.689,0.516,0.953,1.284
1.280774,-0.707,0.393,0.986,1.276
1.282925,-0.712,0.279,1.015,1.271
1.285342,-0.704,0.184,1.044,1.272
1.287942,-0.685,0.111,1.071,1.276
1.295376,-0.651,0.053,1.101,1.280
1.298045,-0.505,-0.107,1.203,1.309
1.300779,-0.460,-0.172,1.265,1.357
1.303165,-0.419,-0.226,1.334,1.417
1.305696,-0.385,-0.280,1.409,1.487
1.312076,-0.363,-0.331,1.484,1.563
1.312334,-0.347,-0.379,1.552,1.635
1.313052,-0.336,-0.415,1.618,1.704
1.315683,-0.330,-0.446,1.680,1.769
1.318123,-0.327,-0.467,1.737,1.828
1.320954,-0.322,-0.496,1.790,1.886
1.323378,-0.322,-0.526,1.845,1.945
1.328802,-0.325,-0.551,1.897,2.002
1.329060,-0.325,-0.578,1.950,2.060
1.330959,-0.328,-0.606,2.007,2.122
1.333220,-0.332,-0.638,2.061,2.183
1.335748,-0.337,-0.667,2.119,2.247
1.338875,-0.343,-0.693,2.172,2.305
1.345051,-0.347,-0.715,2.221,2.359
1.345286,-0.349,-0.727,2.269,2.408
1.346069,-0.354,-0.742,2.312,2.454
1.348411,-0.361,-0.761,2.353,2.499
1.350842,-0.362,-0.784,2.386,2.537
1.353446,-0.361,-0.812,2.416,2.574
1.355899,-0.359,-0.844,2.439,2.606
1.362104,-0.357,-0.868,2.455,2.628
1.362367,-0.351,-0.879,2.469,2.644
1.363615,-0.338,-0.884,2.482,2.656
1.365964,-0.321,-0.879,2.492,2.662
1.368553,-0.304,-0.853,2.495,2.654
1.371121,-0.281,-0.812,2.499,2.643
1.378893,-0.254,-0.767,2.492,2.620
1.383588,-0.086,-0.506,2.385,2.439
1.386217,-0.021,-0.432,2.337,2.377
1.388614,0.051,-0.343,2.275,2.301
1.395271,0.130,-0.250,2.212,2.230
1.399024,0.383,0.094,1.978,2.017
1.401568,0.470,0.242,1.887,1.960
1.404047,0.558,0.391,1.787,1.913
1.412842,0.645,0.528,1.682,1.877
1.417240,0.889,0.832,1.152,1.676
1.421159,0.932,0.889,1.021,1.644
1.421497,0.972,0.955,0.897,1.631
1.430940,1.009,1.019,0.787,1.636
1.433761,1.136,1.117,0.475,1.662
1.436530,1.170,1.058,0.463,1.644
1.438928,1.208,0.990,0.465,1.630
1.444583,1.242,0.926,0.484,1.624
1.445017,1.278,0.870,0.506,1.626
1.446537,1.306,0.810,0.529,1.626
1.449104,1.328,0.757,0.557,1.626
1.451627,1.346,0.710,0.579,1.628
1.454204,1.354,0.668,0.615,1.631
1.456608,1.353,0.627,0.666,1.633
1.461317,1.351,0.607,0.712,1.644
1.462025,1.347,0.594,0.763,1.658
1.464243,1.344,0.589,0.813,1.678
1.466678,1.343,0.610,0.856,1.705
1.469480,1.335,0.652,0.884,1.729
1.471612,1.331,0.711,0.915,1.764
1.478036,1.326,0.783,0.963,1.816
1.478289,1.317,0.848,1.021,1.870
1.479441,1.306,0.899,1.069,1.913
1.482095,1.287,0.932,1.106,1.937
1.484359,1.264,0.943,1.135,1.943
1.486822,1.238,0.932,1.154,1.933
1.492209,1.206,0.908,1.169,1.910
1.492459,1.171,0.878,1.184,1.883
1.499593,1.136,0.834,1.198,1.850
1.504179,0.892,0.834,1.161,1.685
1.516100,0.838,0.755,1.160,1.617
1.519408,0.625,0.012,1.278,1.423
1.521853,0.571,-0.114,1.309,1.433
1.530410,0.507,-0.222,1.335,1.446
1.534289,0.163,-0.676,1.422,1.583
1.536782,0.059,-0.792,1.439,1.644
1.547718,-0.040,-0.902,1.452,1.710
1.552203,-0.284,-1.017,1.377,1.735
1.554749,-0.244,-0.900,1.314,1.611
1.561340,-0.168,-0.711,1.228,1.429
1.564633,0.242,0.124,0.841,0.884
1.567483,0.391,0.434,0.699,0.911
1.570012,0.513,0.717,0.557,1.043
1.572320,0.591,0.959,0.425,1.204
1.578296,0.622,1.155,0.305,1.347
1.578552,0.617,1.307,0.202,1.460
1.580199,0.584,1.418,0.110,1.538
1.582763,0.530,1.498,0.027,1.589
1.585288,0.461,1.547,-0.046,1.615
1.587617,0.383,1.570,-0.108,1.620
1.595811,0.302,1.572,-0.158,1.608
1.600109,-0.003,1.354,-0.234,1.374
1.603462,-0.070,1.266,-0.227,1.288
1.605182,-0.129,1.170,-0.215,1.197
1.613557,-0.178,1.068,-0.195,1.100
1.617548,-0.277,0.678,-0.102,0.739
1.620488,-0.281,0.604,-0.075,0.671
1.622911,-0.274,0.546,-0.049,0.613
1.628188,-0.263,0.496,-0.023,0.562
1.628262,-0.245,0.451,-0.000,0.513
1.630262,-0.215,0.415,0.024,0.468
1.632711,-0.182,0.379,0.046,0.423
1.635186,-0.141,0.357,0.064,0.389
1.637826,-0.099,0.343,0.077,0.365
1.644478,-0.054,0.337,0.092,0.353
1.647894,0.071,0.359,0.138,0.391
1.650314,0.108,0.373,0.155,0.418
1.652840,0.140,0.390,0.172,0.449
1.655791,0.172,0.404,0.191,0.479
1.662402,0.202,0.412,0.207,0.503
1.665437,0.288,0.387,0.241,0.539
1.668044,0.321,0.364,0.243,0.542
1.670531,0.351,0.334,0.240,0.541
1.672957,0.380,0.304,0.232,0.539
1.684155,0.405,0.279,0.221,0.540
1.688106,0.497,0.253,0.162,0.580
1.697013,0.507,0.274,0.152,0.596
1.700641,0.539,0.382,0.122,0.672
1.703172,0.544,0.414,0.111,0.692
1.705879,0.549,0.442,0.096,0.712
1.711333,0.552,0.471,0.086,0.731
1.711421,0.553,0.500,0.073,0.749
1.713224,0.552,0.532,0.061,0.769
1.715642,0.547,0.565,0.043,0.787
1.718115,0.537,0.596,0.024,0.803
1.720868,0.525,0.629,0.002,0.820
1.728692,0.511,0.664,-0.022,0.838
1.733856,0.418,0.752,-0.135,0.871
1.735946,0.390,0.763,-0.165,0.873
1.738617,0.364,0.767,-0.200,0.872
1.747664,0.338,0.762,-0.239,0.867
1.751310,0.267,0.599,-0.407,0.772
1.753909,0.257,0.525,-0.460,0.744
1.756313,0.246,0.443,-0.511,0.720
1.767699,0.242,0.355,-0.566,0.711
1.771564,0.238,-0.109,-0.914,0.951
1.779797,0.240,-0.197,-0.995,1.042
1.783949,0.287,-0.499,-1.380,1.495
1.786386,0.307,-0.565,-1.481,1.615
1.789100,0.328,-0.624,-1.584,1.734
1.794896,0.354,-0.678,-1.687,1.852
1.799106,0.443,-0.795,-1.988,2.187
1.801669,0.476,-0.818,-2.085,2.290
1.804407,0.509,-0.822,-2.180,2.385
1.806552,0.535,-0.818,-2.273,2.474
1.811955,0.562,-0.801,-2.363,2.558
1.812183,0.583,-0.770,-2.449,2.633
1.814337,0.596,-0.730,-2.530,2.700
1.816665,0.603,-0.688,-2.608,2.764
1.819450,0.602,-0.635,-2.683,2.822
1.822347,0.595,-0.570,-2.749,2.869
1.828931,0.571,-0.499,-2.799,2.900
1.831990,0.418,-0.236,-2.867,2.907
1.834655,0.338,-0.148,-2.850,2.874
1.836921,0.251,-0.061,-2.813,2.824
1.839803,0.153,0.007,-2.760,2.765
1.847050,0.041,0.059,-2.693,2.694
1.849820,-0.338,0.106,-2.425,2.451
1.851995,-0.480,0.077,-2.319,2.370
1.854407,-0.628,0.046,-2.201,2.290
1.864666,-0.788,0.024,-2.076,2.220
1.867118,-1.393,-0.113,-1.507,2.055
1.869420,-1.522,-0.193,-1.355,2.047
1.872167,-1.637,-0.297,-1.203,2.053
1.878688,-1.738,-0.417,-1.047,2.072
1.878930,-1.829,-0.554,-0.896,2.110
1.879780,-1.906,-0.697,-0.745,2.162
1.882133,-1.972,-0.839,-0.596,2.224
1.884598,-2.027,-0.977,-0.449,2.294
1.887263,-2.075,-1.107,-0.311,2.372
1.889575,-2.109,-1.229,-0.185,2.448
1.895222,-2.136,-1.344,-0.066,2.524
1.895510,-2.154,-1.453,0.043,2.598
1.897456,-2.161,-1.550,0.133,2.662
1.899888,-2.163,-1.641,0.217,2.724
1.902497,-2.160,-1.729,0.284,2.781
1.905091,-2.151,-1.812,0.342,2.833
1.912231,-2.138,-1.886,0.388,2.877
1.914981,-2.093,-2.088,0.471,2.993
1.917496,-2.077,-2.146,0.483,3.025
1.920249,-2.062,-2.204,0.490,3.057
1.922728,-2.048,-2.261,0.494,3.091
1.928887,-2.032,-2.315,0.494,3.119
1.929151,-2.020,-2.365,0.489,3.148
1.930314,-2.008,-2.413,0.490,3.177
1.932659,-1.993,-2.454,0.492,3.199
1.935171,-1.980,-2.490,0.497,3.220
1.937872,-1.964,-2.521,0.506,3.236
1.945194,-1.946,-2.545,0.522,3.246
1.947714,-1.870,-2.573,0.580,3.234
1.950159,-1.837,-2.565,0.604,3.212
1.952809,-1.800,-2.551,0.630,3.185
1.955428,-1.757,-2.530,0.654,3.149
1.962247,-1.712,-2.498,0.677,3.103
1.962530,-1.657,-2.460,0.697,3.047
1.962982,-1.600,-2.414,0.711,2.982
1.965282,-1.539,-2.360,0.720,2.908
1.967808,-1.473,-2.298,0.722,2.824
1.970483,-1.403,-2.228,0.718,2.729
1.978627,-1.328,-2.152,0.704,2.625
1.982926,-1.005,-1.811,0.562,2.146
1.985692,-0.926,-1.723,0.507,2.021
1.988193,-0.844,-1.641,0.448,1.899
1.995330,-0.769,-1.559,0.384,1.780
1.998310,-0.551,-1.357,0.183,1.476
2.000772,-0.492,-1.309,0.117,1.403
2.003172,-0.435,-1.273,0.047,1.346
2.005722,-0.385,-1.242,-0.025,1.300
2.011884,-0.343,-1.225,-0.093,1.275
2.012125,-0.308,-1.220,-0.161,1.269
2.013249,-0.277,-1.229,-0.225,1.280
2.015688,-0.251,-1.243,-0.289,1.300
2.018101,-0.228,-1.266,-0.344,1.332
2.021048,-0.213,-1.299,-0.400,1.376
2.023416,-0.202,-1.342,-0.455,1.431
2.028166,-0.195,-1.390,-0.504,1.491
2.028420,-0.185,-1.442,-0.546,1.553
2.030799,-0.182,-1.499,-0.580,1.617
2.033313,-0.177,-1.555,-0.605,1.678
2.036014,-0.171,-1.601,-0.625,1.727
2.038496,-0.162,-1.649,-0.641,1.776
2.044936,-0.149,-1.689,-0.651,1.816
2.045185,-0.138,-1.727,-0.652,1.852
2.046083,-0.123,-1.757,-0.648,1.877
2.048558,-0.108,-1.785,-0.650,1.903
2.050959,-0.089,-1.802,-0.637,1.914
2.053642,-0.068,-1.811,-0.620,1.915
2.056171,-0.046,-1.820,-0.604,1.918
2.062578,-0.020,-1.820,-0.581,1.911
2.062844,0.007,-1.815,-0.557,1.899
2.064052,0.035,-1.801,-0.532,1.878
2.066474,0.065,-1.789,-0.503,1.860
2.068511,0.092,-1.781,-0.478,1.846
2.071025,0.119,-1.773,-0.451,1.834
2.081090,0.145,-1.766,-0.427,1.823
2.086057,0.261,-1.738,-0.317,1.786
2.088967,0.283,-1.731,-0.296,1.778
2.095217,0.304,-1.723,-0.282,1.772
2.098929,0.365,-1.691,-0.230,1.745
2.101320,0.384,-1.676,-0.222,1.734
2.103886,0.403,-1.662,-0.213,1.723
2.106605,0.417,-1.644,-0.209,1.709
2.112002,0.431,-1.621,-0.206,1.690
2.112246,0.445,-1.596,-0.205,1.670
2.114009,0.457,-1.569,-0.201,1.646
2.116341,0.469,-1.536,-0.202,1.618
2.118894,0.480,-1.495,-0.205,1.584
2.121640,0.487,-1.443,-0.199,1.536
2.128935,0.497,-1.386,-0.195,1.485
2.131584,0.509,-1.192,-0.192,1.310
2.134156,0.512,-1.114,-0.187,1.240
2.136649,0.516,-1.034,-0.179,1.169
2.139396,0.518,-0.957,-0.178,1.103
2.145724,0.520,-0.879,-0.176,1.036
2.145978,0.521,-0.795,-0.175,0.967
2.146673,0.520,-0.707,-0.166,0.893
2.149216,0.518,-0.612,-0.161,0.818
2.151646,0.517,-0.518,-0.154,0.748
2.154344,0.515,-0.427,-0.147,0.685
2.161879,0.510,-0.338,-0.141,0.628
2.164335,0.490,-0.090,-0.130,0.515
2.169280,0.481,0.047,-0.129,0.500
2.171897,0.479,0.107,-0.130,0.507
2.179425,0.476,0.159,-0.129,0.519
2.182173,0.500,0.288,-0.137,0.593
2.184534,0.514,0.321,-0.140,0.622
2.187017,0.532,0.354,-0.142,0.655
2.189825,0.554,0.381,-0.144,0.688
2.195010,0.579,0.407,-0.141,0.722
2.195253,0.604,0.433,-0.142,0.757
2.196932,0.631,0.457,-0.142,0.792
2.199848,0.661,0.483,-0.140,0.830
2.202274,0.690,0.506,-0.138,0.867
2.204674,0.722,0.531,-0.135,0.906
2.211838,0.750,0.555,-0.125,0.942
